case_id,task_id,event_label,resource,start_time,completion_time
3130,20704,W_Complete application,User_34,2020-02-03 09:07:35.674447,2020-02-03 09:14:54.119277
2435,20707,W_Call after offers,User_34,2020-02-03 09:14:54.119277,2020-02-03 09:16:48.515663
3130,24139,W_Call after offers,User_49,2020-02-03 09:14:54.119277,2020-02-03 09:16:57.666676
2437,20710,W_Call after offers,User_34,2020-02-03 09:16:48.515663,2020-02-03 09:18:22.933720
4060,24128,W_Validate application,User_36,2020-02-03 09:12:20.158789,2020-02-03 09:19:04.701378
2437,24142,W_Validate application,User_49,2020-02-03 09:18:22.933720,2020-02-03 09:23:22.434412
4072,20713,W_Complete application,User_34,2020-02-03 09:18:22.933720,2020-02-03 09:24:30.152009
2430,24131,W_Validate application,User_36,2020-02-03 09:19:04.701378,2020-02-03 09:26:29.343055
2430,24145,W_Validate application,User_49,2020-02-03 09:26:29.343055,2020-02-03 09:29:59.245786
3125,24134,W_Validate application,User_36,2020-02-03 09:26:29.343055,2020-02-03 09:31:52.611728
4075,20716,W_Complete application,User_34,2020-02-03 09:24:30.152009,2020-02-03 09:32:06.959507
4075,24148,W_Call after offers,User_49,2020-02-03 09:32:06.959507,2020-02-03 09:34:16.580433
4055,24137,W_Call after offers,User_36,2020-02-03 09:31:52.611728,2020-02-03 09:35:36.024662
4077,20719,W_Complete application,User_34,2020-02-03 09:32:06.959507,2020-02-03 09:36:37.553603
4077,24151,W_Call after offers,User_49,2020-02-03 09:36:37.553603,2020-02-03 09:37:40.110020
2435,24140,W_Call after offers,User_36,2020-02-03 09:35:36.024662,2020-02-03 09:40:08.178491
4080,20722,W_Complete application,User_34,2020-02-03 09:36:37.553603,2020-02-03 09:44:31.998423
2437,24143,W_Validate application,User_36,2020-02-03 09:40:08.178491,2020-02-03 09:44:47.431799
2437,24154,W_Validate application,User_49,2020-02-03 09:44:47.431799,2020-02-03 09:45:31.651824
4083,20725,W_Complete application,User_34,2020-02-03 09:44:31.998423,2020-02-03 09:49:58.695140
2430,24146,W_Validate application,User_36,2020-02-03 09:44:47.431799,2020-02-03 09:50:44.352303
3133,20729,W_Call after offers,User_34,2020-02-03 09:49:58.695140,2020-02-03 09:52:41.699362
2430,24157,W_Validate application,User_49,2020-02-03 09:50:44.352303,2020-02-03 09:55:45.289551
4075,24149,W_Validate application,User_36,2020-02-03 09:50:44.352303,2020-02-03 09:55:46.516177
4077,24152,W_Call after offers,User_36,2020-02-03 09:55:46.516177,2020-02-03 09:56:30.516864
2437,24155,W_Validate application,User_36,2020-02-03 09:56:30.516864,2020-02-03 09:58:59.018019
4087,20731,W_Complete application,User_34,2020-02-03 09:52:41.699362,2020-02-03 09:59:02.633515
4075,24160,W_Call incomplete files,User_49,2020-02-03 09:55:46.516177,2020-02-03 09:59:48.322448
4088,20732,W_Complete application,User_34,2020-02-03 09:59:02.633515,2020-02-03 10:03:03.708979
4075,24163,W_Call incomplete files,User_49,2020-02-03 09:59:48.322448,2020-02-03 10:03:36.186296
3133,24158,W_Validate application,User_36,2020-02-03 09:58:59.018019,2020-02-03 10:04:18.305076
3579,18255,W_Complete application,User_49,2020-02-03 10:03:36.186296,2020-02-03 10:07:32.912311
971,18266,W_Call after offers,User_49,2020-02-03 10:07:32.912311,2020-02-03 10:10:08.720470
4077,24161,W_Validate application,User_36,2020-02-03 10:04:18.305076,2020-02-03 10:11:10.096940
820,18275,W_Validate application,User_49,2020-02-03 10:10:08.720470,2020-02-03 10:11:24.991317
3564,18249,W_Call after offers,User_36,2020-02-03 10:11:10.096940,2020-02-03 10:13:18.644506
1561,18286,W_Validate application,User_49,2020-02-03 10:11:24.991317,2020-02-03 10:14:03.810213
2790,18260,W_Call after offers,User_36,2020-02-03 10:13:18.644506,2020-02-03 10:16:12.223475
2012,18270,W_Validate application,User_36,2020-02-03 10:16:12.223475,2020-02-03 10:19:33.266071
3622,18295,W_Complete application,User_49,2020-02-03 10:14:03.810213,2020-02-03 10:19:40.354755
3627,18300,W_Complete application,User_49,2020-02-03 10:19:40.354755,2020-02-03 10:24:12.212430
3597,18281,W_Validate application,User_36,2020-02-03 10:19:33.266071,2020-02-03 10:27:34.217195
3605,18316,W_Validate application,User_49,2020-02-03 10:24:12.212430,2020-02-03 10:27:50.074967
1536,18290,W_Call after offers,User_36,2020-02-03 10:27:34.217195,2020-02-03 10:29:09.367696
3613,18325,W_Complete application,User_49,2020-02-03 10:27:50.074967,2020-02-03 10:31:07.918294
3562,18301,W_Call after offers,User_36,2020-02-03 10:29:09.367696,2020-02-03 10:34:47.888079
3617,18335,W_Complete application,User_49,2020-02-03 10:31:07.918294,2020-02-03 10:36:17.940693
3631,18310,W_Complete application,User_36,2020-02-03 10:34:47.888079,2020-02-03 10:42:08.122479
3567,18342,W_Complete application,User_49,2020-02-03 10:36:17.940693,2020-02-03 10:42:55.382605
3544,18348,W_Call after offers,User_49,2020-02-03 10:42:55.382605,2020-02-03 10:43:42.346916
1497,18355,W_Validate application,User_49,2020-02-03 10:43:42.346916,2020-02-03 10:44:49.065970
2003,18320,W_Complete application,User_36,2020-02-03 10:42:08.122479,2020-02-03 10:45:39.815613
3643,18358,W_Complete application,User_49,2020-02-03 10:44:49.065970,2020-02-03 10:49:54.152276
2034,18371,W_Validate application,User_49,2020-02-03 10:49:54.152276,2020-02-03 10:50:54.888163
2053,18380,W_Complete application,User_49,2020-02-03 10:50:54.888163,2020-02-03 10:53:28.420088
3607,18331,W_Call after offers,User_36,2020-02-03 10:45:39.815613,2020-02-03 10:53:58.889246
2802,18387,W_Complete application,User_49,2020-02-03 10:53:28.420088,2020-02-03 10:58:18.269256
2011,18338,W_Validate application,User_36,2020-02-03 10:53:58.889246,2020-02-03 10:58:18.941285
1589,18393,W_Complete application,User_49,2020-02-03 10:58:18.269256,2020-02-03 11:02:14.353378
3637,18344,W_Complete application,User_36,2020-02-03 10:58:18.941285,2020-02-03 11:02:34.499320
3619,18352,W_Complete application,User_36,2020-02-03 11:02:34.499320,2020-02-03 11:08:38.846849
3642,18357,W_Call after offers,User_36,2020-02-03 11:08:38.846849,2020-02-03 11:19:17.998824
3632,18367,W_Complete application,User_36,2020-02-03 11:19:17.998824,2020-02-03 11:23:22.427491
2051,18377,W_Validate application,User_36,2020-02-03 11:23:22.427491,2020-02-03 11:28:42.473581
1584,18383,W_Call after offers,User_36,2020-02-03 11:28:42.473581,2020-02-03 11:32:19.292183
2799,18390,W_Validate application,User_36,2020-02-03 11:32:19.292183,2020-02-03 11:37:09.937503
2816,18396,W_Complete application,User_36,2020-02-03 11:37:09.937503,2020-02-03 11:43:38.058546
991,18403,W_Validate application,User_36,2020-02-03 11:43:38.058546,2020-02-03 11:48:10.576020
2820,18411,W_Call after offers,User_36,2020-02-03 11:48:10.576020,2020-02-03 11:50:37.876202
2823,18422,W_Validate application,User_36,2020-02-03 11:50:37.876202,2020-02-03 11:55:33.612326
1654,18429,W_Call after offers,User_36,2020-02-03 11:55:33.612326,2020-02-03 11:57:02.673985
3651,18435,W_Complete application,User_36,2020-02-03 11:57:02.673985,2020-02-03 12:03:42.507888
3654,18438,W_Complete application,User_36,2020-02-03 12:03:42.507888,2020-02-03 12:12:48.591866
3656,18441,W_Complete application,User_36,2020-02-03 12:12:48.591866,2020-02-03 12:21:17.710790
3660,18445,W_Complete application,User_36,2020-02-03 12:21:17.710790,2020-02-03 12:33:44.870428
3662,18448,W_Complete application,User_36,2020-02-03 12:33:44.870428,2020-02-03 12:45:00.989994
3665,18451,W_Complete application,User_36,2020-02-03 12:45:00.989994,2020-02-03 12:54:27.809084
2081,18456,W_Validate application,User_36,2020-02-03 12:54:27.809084,2020-02-03 12:57:21.795706
1650,18459,W_Call after offers,User_36,2020-02-03 12:57:21.795706,2020-02-03 12:58:48.042457
3670,18462,W_Complete application,User_36,2020-02-03 12:58:48.042457,2020-02-03 13:07:17.708368
3673,18465,W_Complete application,User_36,2020-02-03 13:07:17.708368,2020-02-03 13:13:08.573833
1325,18471,W_Call after offers,User_36,2020-02-03 13:13:08.573833,2020-02-03 13:14:32.346146
2825,18474,W_Validate application,User_36,2020-02-03 13:14:32.346146,2020-02-03 13:22:02.273739
3677,18476,W_Complete application,User_36,2020-02-03 13:22:02.273739,2020-02-03 13:35:07.919180
3681,18480,W_Complete application,User_36,2020-02-03 13:35:07.919180,2020-02-03 13:40:01.106625
2061,18485,W_Validate application,User_36,2020-02-03 13:40:01.106625,2020-02-03 13:45:51.679265
2103,18488,W_Validate application,User_36,2020-02-03 13:45:51.679265,2020-02-03 13:52:28.381944
3687,18489,W_Complete application,User_36,2020-02-03 13:52:28.381944,2020-02-03 13:59:31.751151
2135,18494,W_Validate application,User_36,2020-02-03 13:59:31.751151,2020-02-03 14:02:56.152794
3691,18497,W_Complete application,User_36,2020-02-03 14:02:56.152794,2020-02-03 14:07:36.670715
2829,18501,W_Call after offers,User_36,2020-02-03 14:07:36.670715,2020-02-03 14:18:35.907858
2119,18505,W_Call after offers,User_36,2020-02-03 14:18:35.907858,2020-02-03 14:20:38.399874
2123,18508,W_Validate application,User_36,2020-02-03 14:20:38.399874,2020-02-03 14:24:04.112494
3696,18503,W_Complete application,User_36,2020-02-03 14:24:04.112494,2020-02-03 14:34:20.951646
3698,18514,W_Complete application,User_36,2020-02-03 14:34:20.951646,2020-02-03 14:40:56.639399
3702,18519,W_Complete application,User_36,2020-02-03 14:40:56.639399,2020-02-03 14:48:12.257969
2155,18523,W_Call after offers,User_36,2020-02-03 14:48:12.257969,2020-02-03 14:49:43.565235
1049,18526,W_Validate application,User_36,2020-02-03 14:49:43.565235,2020-02-03 14:57:56.896973
3705,18527,W_Complete application,User_36,2020-02-03 14:57:56.896973,2020-02-03 15:05:12.622922
3707,18530,W_Complete application,User_36,2020-02-03 15:05:12.622922,2020-02-03 15:12:32.551780
3710,18535,W_Complete application,User_36,2020-02-03 15:12:32.551780,2020-02-03 15:17:18.342768
3712,18539,W_Complete application,User_36,2020-02-03 15:17:18.342768,2020-02-03 15:21:07.617431
1051,18543,W_Validate application,User_36,2020-02-03 15:21:07.617431,2020-02-03 15:24:28.925314
2834,18546,W_Complete application,User_36,2020-02-03 15:24:28.925314,2020-02-03 15:26:56.488747
1663,18549,W_Validate application,User_36,2020-02-03 15:26:56.488747,2020-02-03 15:33:15.287382
2839,18552,W_Complete application,User_36,2020-02-03 15:33:15.287382,2020-02-03 15:42:01.889719
2844,18571,W_Complete application,User_36,2020-02-03 15:42:01.889719,2020-02-03 15:44:40.826083
3713,18584,W_Complete application,User_36,2020-02-03 15:44:40.826083,2020-02-03 15:50:18.276483
2167,18601,W_Call after offers,User_36,2020-02-03 15:50:18.276483,2020-02-03 15:54:48.367935
754,18639,W_Validate application,User_36,2020-02-03 15:54:48.367935,2020-02-03 15:59:17.122829
3718,18660,W_Complete application,User_36,2020-02-03 15:59:17.122829,2020-02-03 16:06:48.069608
3720,18682,W_Call after offers,User_36,2020-02-03 16:06:48.069608,2020-02-03 16:16:59.344184
2853,18715,W_Validate application,User_36,2020-02-03 16:16:59.344184,2020-02-03 16:22:12.317982
1683,18747,W_Call after offers,User_36,2020-02-03 16:22:12.317982,2020-02-03 16:23:01.042577
2861,18768,W_Validate application,User_36,2020-02-03 16:23:01.042577,2020-02-03 16:28:26.609578
2864,18800,W_Complete application,User_36,2020-02-03 16:28:26.609578,2020-02-03 16:38:20.927926
3722,18677,W_Complete application,User_36,2020-02-03 16:38:20.927926,2020-02-03 16:47:56.004007
2873,18845,W_Complete application,User_36,2020-02-03 16:47:56.004007,2020-02-03 16:49:42.219355
2877,18862,W_Validate application,User_36,2020-02-03 16:49:42.219355,2020-02-03 16:53:51.002858
2879,18881,W_Validate application,User_36,2020-02-03 16:53:51.002858,2020-02-03 17:01:06.946271
2220,18894,W_Complete application,User_36,2020-02-03 17:01:06.946271,2020-02-03 17:06:36.393275
1047,18900,W_Call after offers,User_36,2020-02-03 17:06:36.393275,2020-02-03 17:14:08.164740
3729,18903,W_Complete application,User_36,2020-02-03 17:14:08.164740,2020-02-03 17:22:42.564732
3735,18911,W_Complete application,User_36,2020-02-03 17:22:42.564732,2020-02-03 17:30:57.612893
3725,18920,W_Call after offers,User_36,2020-02-03 17:30:57.612893,2020-02-03 17:39:48.151103
2228,18926,W_Call after offers,User_36,2020-02-03 17:39:48.151103,2020-02-03 17:45:30.845760
2217,18932,W_Validate application,User_36,2020-02-03 17:45:30.845760,2020-02-03 17:51:04.101353
2893,18938,W_Call after offers,User_36,2020-02-03 17:51:04.101353,2020-02-03 18:02:07.032262
2899,18944,W_Call after offers,User_36,2020-02-03 18:02:07.032262,2020-02-03 18:10:14.336128
2886,18950,W_Call after offers,User_36,2020-02-03 18:10:14.336128,2020-02-03 18:15:11.222083
2232,18956,W_Complete application,User_36,2020-02-03 18:15:11.222083,2020-02-03 18:19:09.531245
898,18965,W_Validate application,User_36,2020-02-03 18:19:09.531245,2020-02-03 18:20:54.088038
974,18971,W_Validate application,User_36,2020-02-03 18:20:54.088038,2020-02-03 18:28:32.662727
3740,18961,W_Complete application,User_36,2020-02-03 18:28:32.662727,2020-02-03 18:32:38.731619
2898,18977,W_Call after offers,User_36,2020-02-03 18:32:38.731619,2020-02-03 18:39:45.444436
3741,18974,W_Complete application,User_36,2020-02-03 18:39:45.444436,2020-02-03 18:47:37.439801
3744,18982,W_Complete application,User_36,2020-02-03 18:47:37.439801,2020-02-03 18:55:04.379983
3748,18986,W_Complete application,User_36,2020-02-03 18:55:04.379983,2020-02-03 19:05:26.133196
3752,18990,W_Complete application,User_36,2020-02-03 19:05:26.133196,2020-02-03 19:12:28.969223
3736,18994,W_Call after offers,User_36,2020-02-03 19:12:28.969223,2020-02-03 19:22:48.776053
2889,18997,W_Call after offers,User_36,2020-02-03 19:22:48.776053,2020-02-03 19:24:17.242789
2235,19000,W_Call after offers,User_36,2020-02-03 19:24:17.242789,2020-02-03 19:33:31.642322
3753,18991,W_Complete application,User_36,2020-02-03 19:33:31.642322,2020-02-03 19:37:28.430606
1695,19006,W_Validate application,User_36,2020-02-03 19:37:28.430606,2020-02-03 19:41:19.735434
1697,19009,W_Call after offers,User_36,2020-02-03 19:41:19.735434,2020-02-03 19:42:09.746050
3760,19011,W_Complete application,User_36,2020-02-03 19:42:09.746050,2020-02-03 19:53:48.735610
1699,19015,W_Validate application,User_36,2020-02-03 19:53:48.735610,2020-02-03 20:00:29.875274
1113,19018,W_Call after offers,User_36,2020-02-03 20:00:29.875274,2020-02-03 20:01:45.328997
1447,19021,W_Validate application,User_36,2020-02-03 20:01:45.328997,2020-02-03 20:06:25.851251
3764,19022,W_Complete application,User_36,2020-02-03 20:06:25.851251,2020-02-03 20:15:03.045641
3768,19027,W_Complete application,User_36,2020-02-03 20:15:03.045641,2020-02-03 20:23:30.815856
3771,19030,W_Complete application,User_36,2020-02-03 20:23:30.815856,2020-02-03 20:32:17.574271
3774,19033,W_Complete application,User_36,2020-02-03 20:32:17.574271,2020-02-03 20:40:33.500134
3777,19036,W_Complete application,User_36,2020-02-03 20:40:33.500134,2020-02-03 20:49:43.819450
2242,19040,W_Validate application,User_36,2020-02-03 20:49:43.819450,2020-02-03 20:59:29.466243
3780,19042,W_Complete application,User_36,2020-02-03 20:59:29.466243,2020-02-03 21:05:15.395613
3783,19045,W_Complete application,User_36,2020-02-03 21:05:15.395613,2020-02-03 21:12:11.102916
2247,19051,W_Call after offers,User_36,2020-02-03 21:12:11.102916,2020-02-03 21:13:42.215082
3789,19054,W_Complete application,User_36,2020-02-03 21:13:42.215082,2020-02-03 21:24:55.891234
2531,19058,W_Call after offers,User_36,2020-02-03 21:24:55.891234,2020-02-03 21:33:02.528152
2554,19061,W_Call after offers,User_36,2020-02-03 21:33:02.528152,2020-02-03 21:41:30.578907
2259,19064,W_Validate application,User_36,2020-02-03 21:41:30.578907,2020-02-03 21:43:13.300490
3792,19057,W_Complete application,User_36,2020-02-03 21:43:13.300490,2020-02-03 21:46:56.811660
2270,19070,W_Call after offers,User_36,2020-02-03 21:46:56.811660,2020-02-03 21:49:28.440960
2714,19074,W_Call after offers,User_36,2020-02-03 21:49:28.440960,2020-02-03 21:50:11.875503
2836,19077,W_Call after offers,User_36,2020-02-03 21:50:11.875503,2020-02-03 21:55:11.144726
3794,19079,W_Call after offers,User_36,2020-02-03 21:55:11.144726,2020-02-03 22:11:22.497188
3794,24370,W_Call after offers,User_71,2020-02-03 22:11:22.497188,2020-02-03 22:12:43.046211
3794,24371,W_Call after offers,User_35,2020-02-03 22:12:43.046211,2020-02-03 22:15:22.972394
3797,19082,W_Complete application,User_36,2020-02-03 22:11:22.497188,2020-02-03 22:18:57.359333
3800,19085,W_Complete application,User_36,2020-02-03 22:18:57.359333,2020-02-03 22:26:34.340502
3797,24373,W_Complete application,User_71,2020-02-03 22:18:57.359333,2020-02-03 22:28:34.071276
3800,24374,W_Complete application,User_35,2020-02-03 22:26:34.340502,2020-02-03 22:31:25.565382
3800,24376,W_Complete application,User_71,2020-02-03 22:31:25.565382,2020-02-03 22:35:18.622371
2919,19090,W_Call after offers,User_36,2020-02-03 22:26:34.340502,2020-02-03 22:35:25.670937
3800,24377,W_Complete application,User_35,2020-02-03 22:35:18.622371,2020-02-03 22:39:59.986156
3800,24379,W_Call after offers,User_71,2020-02-03 22:39:59.986156,2020-02-03 22:42:32.712426
3805,19092,W_Complete application,User_36,2020-02-03 22:35:25.670937,2020-02-03 22:43:58.322371
2775,19097,W_Call after offers,User_36,2020-02-03 22:43:58.322371,2020-02-03 22:45:51.785453
3800,24380,W_Call after offers,User_35,2020-02-03 22:42:32.712426,2020-02-03 22:46:03.515067
3800,24383,W_Call after offers,User_35,2020-02-03 22:46:03.515067,2020-02-03 22:49:25.342206
3807,19094,W_Complete application,User_36,2020-02-03 22:45:51.785453,2020-02-03 22:49:47.117605
2308,19106,W_Validate application,User_36,2020-02-03 22:49:47.117605,2020-02-03 22:51:11.431836
2775,24382,W_Validate application,User_71,2020-02-03 22:45:51.785453,2020-02-03 22:52:03.414437
1373,19120,W_Validate application,User_36,2020-02-03 22:51:11.431836,2020-02-03 22:53:10.461820
3807,24385,W_Call after offers,User_71,2020-02-03 22:52:03.414437,2020-02-03 22:53:16.475412
2308,24386,W_Call incomplete files,User_35,2020-02-03 22:51:11.431836,2020-02-03 22:53:45.194981
826,19137,W_Validate application,User_36,2020-02-03 22:53:10.461820,2020-02-03 22:55:25.793767
2308,24388,W_Call incomplete files,User_71,2020-02-03 22:53:45.194981,2020-02-03 22:57:04.777506
826,24389,W_Call incomplete files,User_35,2020-02-03 22:55:25.793767,2020-02-03 22:58:12.634101
2558,19156,W_Validate application,User_36,2020-02-03 22:55:25.793767,2020-02-03 23:00:42.713680
826,24391,W_Call incomplete files,User_71,2020-02-03 22:58:12.634101,2020-02-03 23:01:16.709904
2558,24392,W_Validate application,User_48,2020-02-03 23:00:42.713680,2020-02-03 23:02:27.239535
